tok	changepoint_idx	start_idx	end_idx	value
scutellum	2013-2014	2012-2013	2013-2014	10.581132394801049
scutellum	2014-2015	2013-2014	2014-2015	-10.603446159614402
scws	2016-2017	2015-2016	2016-2017	8.793659592729462
scws	2017-2018	2016-2017	2018-2019	-8.479834929873078
scx	2008-2009	2007-2008	2008-2009	-12.906394703969273
scxrd	2018-2019	2017-2018	2018-2019	9.007216719363226
scxrd	2019-2020	2018-2019	2019-2020	-8.660919927259705
scyllo	2010-2011	2009-2010	2010-2011	-11.467476148689691
scytonemin	2008-2009	2007-2008	2008-2009	5.982843506854954
scytonemin	2009-2010	2008-2009	2009-2010	-6.0374942459247585
sdab	2014-2015	2013-2014	2014-2015	7.9819656695414345
sdab	2015-2016	2014-2015	2015-2016	-7.748046769078627
sdab	2016-2017	2015-2016	2016-2017	51.52656485756018
sdab	2017-2018	2016-2017	2017-2018	-51.04010594775007
sdc4	2011-2012	2010-2011	2011-2012	15.512906095201753
sdc4	2012-2013	2011-2012	2013-2014	-15.571166746407318
sdha	2006-2007	2005-2006	2006-2007	7.993245532813179
sdha	2007-2008	2006-2007	2007-2008	-7.614602638340248
sdhaf2	2016-2017	2015-2016	2016-2017	6.968010326353163
sdhaf2	2017-2018	2016-2017	2017-2018	-6.553431866802319
sdkp	2010-2011	2009-2010	2010-2011	-6.184687073385822
sdp	2009-2010	2008-2009	2009-2010	8.499734805620802
sdp	2010-2011	2009-2010	2010-2011	-8.62708574055747
sdp	2011-2012	2010-2011	2011-2012	7.408952049662668
sdp	2012-2013	2011-2012	2012-2013	-7.19167449174714
sdq	2007-2008	2006-2007	2007-2008	10.56689186539981
sdq	2008-2009	2007-2008	2008-2009	-9.975313916462074
sdss	2010-2011	2009-2010	2010-2011	5.73900389161523
sea_otters	2011-2012	2010-2011	2011-2012	6.844734662524385
sea_otters	2012-2013	2011-2012	2012-2013	-6.178248769894291
sea_otters	2017-2018	2016-2017	2017-2018	15.906664736594188
sea_otters	2018-2019	2017-2018	2019-2020	-15.340259614828092
seagrass	2010-2011	2009-2010	2010-2011	5.97227281536388
seal	2003-2004	2002-2003	2003-2004	6.238955254401563
seal	2004-2005	2003-2004	2004-2005	-6.4372198731758985
searching	2001-2002	2000-2001	2001-2002	-7.356756504342706
searchlight	2010-2011	2009-2010	2010-2011	5.850773411244841
searchlight	2011-2012	2010-2011	2011-2012	-6.266185969478954
seatbelt	2009-2010	2008-2009	2009-2010	7.031072593070916
seatbelt	2011-2012	2009-2010	2011-2012	-7.158038426872697
sebocytes	2012-2013	2011-2012	2012-2013	7.920033591748673
sebocytes	2013-2014	2012-2013	2013-2014	-7.7602601530031174
sebum	2009-2010	2007-2008	2009-2010	8.950552192165102
sebum	2010-2011	2009-2010	2010-2011	-8.837783060492217
sec14	2013-2014	2012-2013	2013-2014	19.92396761778153
sec14	2014-2015	2013-2014	2014-2015	-19.423840868811233
sec63	2011-2012	2010-2011	2011-2012	9.179950693383333
sec63	2012-2013	2011-2012	2012-2013	-8.81922791358981
seca2	2011-2012	2010-2011	2011-2012	5.714865094686478
seca2	2015-2016	2013-2014	2015-2016	-6.515737355445218
secoiridoid	2013-2014	2012-2013	2013-2014	5.697096641619256
secretagogin	2011-2012	2010-2011	2011-2012	7.615865908080041
secretagogin	2012-2013	2011-2012	2012-2013	-7.991819958493852
secretagogin	2015-2016	2014-2015	2015-2016	13.50570948581257
secretagogin	2016-2017	2015-2016	2016-2017	-12.733371474022304
sectioning	2002-2003	2001-2002	2002-2003	11.741954181840722
sectioning	2003-2004	2002-2003	2003-2004	-10.622014107873394
secundaria	2016-2017	2015-2016	2016-2017	6.019897013223379
secundaria	2017-2018	2016-2017	2017-2018	-5.712055750285169
securin	2002-2003	2001-2002	2002-2003	-10.759297641583249
sedatives	2001-2002	2000-2001	2001-2002	-5.904462532061162
seddss	2019-2020	2018-2019	2019-2020	19.36482292765008
sediment	2001-2002	2000-2001	2001-2002	-11.586617960298675
sediments	2001-2002	2000-2001	2003-2004	-21.058950542764006
sega	2018-2019	2017-2018	2018-2019	18.097342989440047
sega	2019-2020	2018-2019	2019-2020	-16.783486154918496
segmentation	2002-2003	2001-2002	2002-2003	-6.8668397809506505
segmentation	2003-2004	2002-2003	2003-2004	7.142522487754585
segmentation	2004-2005	2003-2004	2004-2005	-6.15625378197024
segregated	2002-2003	2001-2002	2002-2003	6.625457265563197
segregated	2003-2004	2002-2003	2003-2004	-6.0755552226274965
seguida	2019-2020	2018-2019	2019-2020	9.931899109171384
segun	2012-2013	2011-2012	2012-2013	7.492797787456447
segun	2013-2014	2012-2013	2015-2016	-7.179902020419298
segundo	2016-2017	2015-2016	2016-2017	6.837151284877767
segundo	2017-2018	2016-2017	2017-2018	-6.481928954963443
seipin	2009-2010	2008-2009	2009-2010	11.828539234085653
seipin	2010-2011	2009-2010	2010-2011	-11.022167914031845
seipin	2017-2018	2016-2017	2017-2018	5.695368141658318
selectional	2013-2014	2012-2013	2013-2014	7.296241850655406
selectional	2014-2015	2013-2014	2014-2015	-6.763623858725538
selenium	2003-2004	2002-2003	2003-2004	8.371368212511728
selenium	2004-2005	2003-2004	2004-2005	-7.022535148803335
selenization	2015-2016	2014-2015	2015-2016	12.331587133417012
selenization	2016-2017	2015-2016	2016-2017	-12.010072314540208
selenization	2018-2019	2017-2018	2018-2019	9.159483806909904
selenization	2019-2020	2018-2019	2019-2020	-9.10710086672118
selenon	2019-2020	2018-2019	2019-2020	-13.3863473075771
selenoprotein_s	2012-2013	2011-2012	2012-2013	8.162525741752662
selenoprotein_s	2013-2014	2012-2013	2013-2014	-8.093705897237891
selex	2005-2006	2004-2005	2005-2006	-12.565106365375252
selexipag	2016-2017	2015-2016	2016-2017	7.3454156499100325
selexipag	2017-2018	2016-2017	2017-2018	-7.151665688370106
selfie	2017-2018	2016-2017	2017-2018	-6.16279695132904
selfies	2016-2017	2015-2016	2017-2018	-12.312496517259493
sellae	2017-2018	2016-2017	2017-2018	11.555669736730007
sellae	2018-2019	2017-2018	2018-2019	-11.37653494959638
sellae	2019-2020	2018-2019	2019-2020	13.07160890449725
seller	2013-2014	2012-2013	2013-2014	6.679359339353435
seller	2014-2015	2013-2014	2014-2015	-8.087648016685145
sema5a	2013-2014	2011-2012	2013-2014	10.276330228148327
sema5a	2014-2015	2013-2014	2014-2015	-10.293706219201189
semantic	2002-2003	2001-2002	2002-2003	9.36255436981906
semantic	2003-2004	2002-2003	2003-2004	-8.31695438411251
semicontinuous	2013-2014	2012-2013	2013-2014	7.957587372129684
semicontinuous	2014-2015	2013-2014	2014-2015	-7.55529788713358
semimetals	2014-2015	2012-2013	2014-2015	6.016052060250998
seminal	2004-2005	2003-2004	2004-2005	12.855547410453987
seminal	2005-2006	2004-2005	2006-2007	-12.771851383269258
semisynthetic	2005-2006	2004-2005	2005-2006	8.723821838653285
semisynthetic	2006-2007	2005-2006	2006-2007	-9.564643713752844
semisynthetic	2007-2008	2006-2007	2007-2008	5.851168714559026
semss	2017-2018	2016-2017	2017-2018	-6.073958262709857
senescence	2003-2004	2002-2003	2003-2004	7.88674741557986
senescence	2004-2005	2003-2004	2004-2005	-7.98284100921703
senese	2019-2020	2018-2019	2019-2020	-18.844712467425385
seng	2007-2008	2006-2007	2007-2008	8.732330011066155
seng	2008-2009	2007-2008	2008-2009	-8.134296994292242
senolysis	2018-2019	2017-2018	2018-2019	5.993081588942609
senp	2012-2013	2011-2012	2012-2013	6.88258120363483
senp	2013-2014	2012-2013	2013-2014	-7.297769689562766
senp2	2009-2010	2008-2009	2009-2010	7.576062872152721
senp2	2010-2011	2009-2010	2011-2012	-7.543532060621775
senp3	2012-2013	2010-2011	2012-2013	7.292530836617398
senp3	2013-2014	2012-2013	2013-2014	-6.64685600213078
sensemaker	2017-2018	2016-2017	2017-2018	-7.205474209643927
sensewear	2011-2012	2010-2011	2012-2013	-7.6946899014626045
sensitivity\-	2012-2013	2011-2012	2012-2013	-5.718097329064286
sentinel\-2a	2018-2019	2017-2018	2019-2020	-11.237230996019285
sepa	2011-2012	2010-2011	2011-2012	5.780004007483612
sepa	2012-2013	2011-2012	2012-2013	-6.810352926685907
sepa	2015-2016	2014-2015	2015-2016	5.712440628991285
sepia_officinalis	2018-2019	2017-2018	2018-2019	8.758767364672638
sepia_officinalis	2019-2020	2018-2019	2019-2020	-8.020764935119457
sepsis\-1	2018-2019	2017-2018	2018-2019	7.003862543191795
sepsis\-1	2019-2020	2018-2019	2019-2020	-6.649602561804601
septicum	2019-2020	2018-2019	2019-2020	6.690252099938387
septifast	2010-2011	2009-2010	2011-2012	-8.776346587314796
septifast	2013-2014	2012-2013	2013-2014	13.1068100600385
septifast	2014-2015	2013-2014	2014-2015	-12.88701587396631
septins	2002-2003	2001-2002	2002-2003	9.57133067052562
septins	2003-2004	2002-2003	2003-2004	-9.858341156687327
septins	2006-2007	2005-2006	2006-2007	5.8579915517464975
septo	2009-2010	2008-2009	2009-2010	6.225383175907966
septo	2010-2011	2009-2010	2010-2011	-6.6596721583369884
septoplasty	2009-2010	2008-2009	2009-2010	6.6684125682962785
septoplasty	2010-2011	2009-2010	2011-2012	-6.473116615490186
septotomy	2017-2018	2016-2017	2017-2018	14.999691481568194
septotomy	2018-2019	2017-2018	2018-2019	-14.611311048958775
sequons	2009-2010	2007-2008	2009-2010	9.8028070013046
sequons	2010-2011	2009-2010	2010-2011	-10.265644015232594
ser129	2013-2014	2012-2013	2013-2014	14.390597588434412
ser129	2014-2015	2013-2014	2014-2015	-14.451000363136766
ser133	2010-2011	2009-2010	2010-2011	6.000625362650547
ser133	2011-2012	2010-2011	2011-2012	-6.4668302823334205
ser326cys	2015-2016	2014-2015	2015-2016	6.37448674683405
ser326cys	2016-2017	2015-2016	2017-2018	-6.141941062366213
ser40	2010-2011	2009-2010	2010-2011	5.912889685778876
ser40	2011-2012	2010-2011	2011-2012	-5.869374101477593
ser40	2013-2014	2012-2013	2013-2014	6.3051289895521165
ser40	2014-2015	2013-2014	2014-2015	-5.911521390542223
ser473	2007-2008	2006-2007	2007-2008	5.6303204049253575
ser473	2008-2009	2007-2008	2008-2009	-6.0794745916644874
ser536	2010-2011	2009-2010	2010-2011	7.260202426284967
ser536	2011-2012	2010-2011	2011-2012	-7.737026635021403
ser637	2019-2020	2018-2019	2019-2020	16.817928932726918
serelaxin	2014-2015	2013-2014	2014-2015	-6.526353197602036
serelaxin	2015-2016	2014-2015	2015-2016	11.650980550540963
serelaxin	2016-2017	2015-2016	2017-2018	-11.91328780790556
serelaxin	2019-2020	2018-2019	2019-2020	13.626283935575545
serinc5	2016-2017	2014-2015	2016-2017	-6.505304636678422
serine_hydroxymethyltransferase_2	2017-2018	2016-2017	2017-2018	5.629827002918243
serodiscordant	2008-2009	2007-2008	2008-2009	-7.004817534690076
serologically	2004-2005	2003-2004	2004-2005	8.37602144438893
serologically	2005-2006	2004-2005	2005-2006	-8.256319336964308
seronegativity	2011-2012	2010-2011	2011-2012	8.026921230174555
seronegativity	2012-2013	2011-2012	2012-2013	-7.42329071088996
seronegativity	2014-2015	2013-2014	2014-2015	6.970059739269397
seronegativity	2015-2016	2014-2015	2015-2016	-6.707685567981644
serpent	2017-2018	2016-2017	2017-2018	12.222244656006819
serpent	2018-2019	2017-2018	2018-2019	-12.854824919654913
serpentes	2014-2015	2011-2012	2014-2015	6.762116216227732
serpentes	2015-2016	2014-2015	2015-2016	-6.495133122641164
serpentinite	2013-2014	2012-2013	2013-2014	7.980737234096715
serpentinite	2014-2015	2013-2014	2014-2015	-8.11422150386878
serpinb3	2016-2017	2015-2016	2016-2017	6.87305982925066
serpinb3	2017-2018	2016-2017	2017-2018	-6.704121891058105
serpine2	2008-2009	2007-2008	2008-2009	8.230863769284806
serpine2	2009-2010	2008-2009	2011-2012	-8.9322068436045
serpine2	2012-2013	2011-2012	2012-2013	11.514756335786048
serpine2	2013-2014	2012-2013	2013-2014	-11.066967295813262
serpine2	2014-2015	2013-2014	2014-2015	7.869482770217336
serpine2	2015-2016	2014-2015	2015-2016	-7.650923043101334
serpinf1	2013-2014	2012-2013	2013-2014	7.694345964562148
serpinf1	2014-2015	2013-2014	2014-2015	-7.0034946115384535
serpinf1	2015-2016	2014-2015	2015-2016	20.72430682762166
serpinf1	2016-2017	2015-2016	2016-2017	-20.933089572398913
serping1	2013-2014	2011-2012	2013-2014	7.341236303039618
serping1	2015-2016	2013-2014	2015-2016	-6.441104060313783
serping1	2018-2019	2017-2018	2018-2019	11.85502372493669
serping1	2019-2020	2018-2019	2019-2020	-11.40224118885247
serrata	2010-2011	2009-2010	2010-2011	-6.555469689124172
serratia_fonticola	2019-2020	2018-2019	2019-2020	5.977931295865819
serrs	2010-2011	2009-2010	2010-2011	5.757539997044275
set1	2008-2009	2007-2008	2008-2009	8.100997978808927
set1	2009-2010	2008-2009	2009-2010	-7.386869994291565
set7/9	2012-2013	2010-2011	2012-2013	7.564907676145029
set7/9	2013-2014	2012-2013	2013-2014	-7.386340312575357
set7/9	2014-2015	2013-2014	2014-2015	12.426657836917297
set7/9	2015-2016	2014-2015	2016-2017	-12.111919182301943
seta	2012-2013	2011-2012	2012-2013	5.523957295086038
setae	2010-2011	2009-2010	2010-2011	11.454589437401939
setae	2011-2012	2010-2011	2011-2012	-10.978462157278337
setdb1	2009-2010	2008-2009	2009-2010	16.900745762177987
setdb1	2010-2011	2009-2010	2010-2011	-16.600610710703798
settlement	2003-2004	2002-2003	2003-2004	5.9364109357272445
setup	2001-2002	2000-2001	2001-2002	13.217983947508182
setup	2002-2003	2001-2002	2002-2003	-12.81967855650139
setx	2010-2011	2009-2010	2010-2011	9.29134137311035
setx	2011-2012	2010-2011	2011-2012	-8.818264549600483
setx	2017-2018	2016-2017	2017-2018	6.30864709203224
setx	2018-2019	2017-2018	2018-2019	-6.132273472471949
severe_acute_respiratory_syndrome	2003-2004	2002-2003	2005-2006	-10.426454211941248
severe_acute_respiratory_syndrome	2019-2020	2017-2018	2019-2020	59.338279743927274
severe_acute_respiratory_syndrome_coronavirus	2019-2020	2018-2019	2019-2020	15.578648831254213
sevo	2015-2016	2014-2015	2015-2016	35.465947856242785
sevo	2016-2017	2015-2016	2016-2017	-35.57401804752078
sevoflurane	2007-2008	2006-2007	2007-2008	6.686257793243274
sevoflurane	2010-2011	2007-2008	2010-2011	-6.787386957265476
sexist	2013-2014	2011-2012	2013-2014	9.46823100570153
sexist	2014-2015	2013-2014	2014-2015	-8.910891162954421
sextuple	2012-2013	2011-2012	2012-2013	11.055383187816116
sextuple	2013-2014	2012-2013	2013-2014	-11.024800056699771
sexy	2016-2017	2015-2016	2016-2017	7.044356325689567
sexy	2017-2018	2016-2017	2018-2019	-6.910166363669687
sf\-12v2	2010-2011	2009-2010	2010-2011	8.991448476928472
sf\-12v2	2011-2012	2010-2011	2011-2012	-10.452304063219271
sf\-36	2002-2003	2001-2002	2002-2003	10.44929591689496
sf\-36	2003-2004	2002-2003	2004-2005	-10.082304964067932
sf\-8	2007-2008	2006-2007	2007-2008	5.997507944457359
sf\-8	2008-2009	2007-2008	2008-2009	-5.829931743110267
sfax	2010-2011	2009-2010	2010-2011	11.989004194304773
sfax	2011-2012	2010-2011	2011-2012	-12.13711774589379
sfax	2016-2017	2015-2016	2016-2017	6.94683095202098
sfax	2017-2018	2016-2017	2018-2019	-6.956438410982564
sfdi	2012-2013	2011-2012	2012-2013	14.851715644610758
sfdi	2013-2014	2012-2013	2013-2014	-15.259702878517277
sfgr	2013-2014	2012-2013	2013-2014	11.662832720650048
sfgr	2014-2015	2013-2014	2014-2015	-11.384096645738715
sfn	2007-2008	2006-2007	2007-2008	5.5067309767225705
sfpq	2010-2011	2009-2010	2010-2011	22.49382106436549
sfpq	2011-2012	2010-2011	2011-2012	-22.024818800035103
sfrp5	2011-2012	2010-2011	2011-2012	12.159404032819825
sfrp5	2012-2013	2011-2012	2012-2013	-11.750559890801467
sfrs	2019-2020	2018-2019	2019-2020	8.347190844258744
sfts_virus	2013-2014	2012-2013	2013-2014	5.855767012273593
sfts_virus	2014-2015	2013-2014	2014-2015	-6.2567983121427115
sftsv	2012-2013	2011-2012	2013-2014	-7.20974589146929
sgc	2007-2008	2006-2007	2007-2008	8.656269976517262
sgc	2008-2009	2007-2008	2008-2009	-8.175067719837804
sglt\-2	2014-2015	2013-2014	2014-2015	17.639969867878698
sglt\-2	2015-2016	2014-2015	2016-2017	-16.81793175330885
sgt	2007-2008	2006-2007	2007-2008	6.6625686691026385
sgt	2008-2009	2007-2008	2008-2009	-6.551519675670047
sgt	2011-2012	2009-2010	2011-2012	17.605301880856285
sgt	2012-2013	2011-2012	2012-2013	-17.589850703331425
sgus	2019-2020	2017-2018	2019-2020	12.780398698682543
sh1	2011-2012	2010-2011	2011-2012	11.94595541434824
sh1	2012-2013	2011-2012	2012-2013	-11.21073012069565
sh1	2015-2016	2014-2015	2015-2016	7.108722038131807
sh1	2016-2017	2015-2016	2016-2017	-6.535722102191372
sh2b1	2017-2018	2016-2017	2017-2018	14.277235905911203
sh2b1	2018-2019	2017-2018	2018-2019	-13.892502430600596
sh4	2018-2019	2017-2018	2018-2019	7.319385989102296
sh4	2019-2020	2018-2019	2019-2020	-6.792271654439695
shaanbei	2018-2019	2017-2018	2018-2019	10.087462029728478
shaanbei	2019-2020	2018-2019	2019-2020	-10.02594882441698
shadowed	2012-2013	2011-2012	2012-2013	13.454490011848886
shadowed	2013-2014	2012-2013	2013-2014	-12.810180337797783
shakes	2009-2010	2008-2009	2009-2010	-5.891633239719209
shandong	2011-2012	2010-2011	2011-2012	5.8337012169771425
shank2	2011-2012	2010-2011	2011-2012	7.462026494465332
shank2	2012-2013	2011-2012	2012-2013	-7.545210022533156
shaper	2014-2015	2013-2014	2014-2015	6.418121966481758
shaper	2015-2016	2014-2015	2015-2016	-6.45829140197538
sharpening	2008-2009	2007-2008	2008-2009	6.743361319386323
sharpening	2009-2010	2008-2009	2009-2010	-6.129024826936439
sharpey	2011-2012	2010-2011	2011-2012	5.639764128268337
sharpey	2012-2013	2011-2012	2012-2013	-5.708590196961638
sharpin	2011-2012	2010-2011	2011-2012	-12.936601631800825
sharply	2004-2005	2003-2004	2004-2005	13.502364959865552
sharply	2005-2006	2004-2005	2005-2006	-12.854764850099496
sharps	2011-2012	2010-2011	2011-2012	6.330002291498985
shbg	2005-2006	2004-2005	2005-2006	7.4955636371417835
shbg	2006-2007	2005-2006	2006-2007	-6.717991684317457
shelter	2003-2004	2002-2003	2003-2004	13.10620994703206
shelter	2004-2005	2003-2004	2004-2005	-13.105307673410344
shenfu	2014-2015	2013-2014	2014-2015	6.264157867524572
shenfu	2015-2016	2014-2015	2016-2017	-6.572104994163402
shengjing	2017-2018	2016-2017	2017-2018	7.512615911874019
shengjing	2018-2019	2017-2018	2019-2020	-6.849506538090514
shewa	2012-2013	2011-2012	2012-2013	7.99870356456532
shewa	2013-2014	2012-2013	2013-2014	-8.55694060924261
shiba	2013-2014	2012-2013	2013-2014	-5.709156734064328
shielded	2003-2004	2002-2003	2003-2004	7.31459653545289
shielded	2004-2005	2003-2004	2004-2005	-7.863770588627588
shieldin	2019-2020	2018-2019	2019-2020	13.956697969045264
shigella	2003-2004	2002-2003	2003-2004	10.72499010456464
shigella	2004-2005	2003-2004	2004-2005	-8.968614192834968
shiitake	2018-2019	2017-2018	2018-2019	17.97342079173324
shiitake	2019-2020	2018-2019	2019-2020	-17.29212595496579
shilling	2018-2019	2017-2018	2018-2019	-5.633093138909928
shimane	2014-2015	2013-2014	2014-2015	6.074241653328494
shimane	2015-2016	2014-2015	2015-2016	-6.314045690630612
shimony	2019-2020	2018-2019	2019-2020	5.7826523253977085
ship	2002-2003	2001-2002	2002-2003	6.493503328358502
ship	2003-2004	2002-2003	2003-2004	-5.745042999114288
shisha	2013-2014	2012-2013	2013-2014	12.103739589617785
shisha	2014-2015	2013-2014	2014-2015	-12.168717364046424
shisha	2017-2018	2016-2017	2017-2018	5.6972358825058365
shmp	2018-2019	2017-2018	2018-2019	20.577910601405375
shmp	2019-2020	2018-2019	2019-2020	-19.92379849256474
shoa	2013-2014	2012-2013	2013-2014	5.902941316210852
shockley	2014-2015	2013-2014	2014-2015	14.838363765629307
shockley	2015-2016	2014-2015	2015-2016	-14.898999179272773
shoeing	2016-2017	2015-2016	2016-2017	6.674931138448012
shoeing	2017-2018	2016-2017	2017-2018	-6.849291063531922
shohada	2012-2013	2011-2012	2012-2013	-5.629765745848399
sholl	2010-2011	2009-2010	2010-2011	-5.565394105646795
sholl	2014-2015	2013-2014	2014-2015	6.249744657671
sholl	2015-2016	2014-2015	2015-2016	-6.672724018710253
short_neuropeptide_f	2018-2019	2017-2018	2018-2019	7.099465991167091
short_neuropeptide_f	2019-2020	2018-2019	2019-2020	-7.227231711741392
shortage	2003-2004	2002-2003	2003-2004	9.70411156553676
shortage	2004-2005	2003-2004	2004-2005	-9.006030830194224
shot	2002-2003	2001-2002	2002-2003	9.532194790046214
shot	2003-2004	2002-2003	2003-2004	-9.762783977985134
showa	2015-2016	2014-2015	2015-2016	6.904709858118563
showa	2016-2017	2015-2016	2016-2017	-6.6477439107461676
shox2	2012-2013	2011-2012	2012-2013	6.607476188067565
shrew	2007-2008	2006-2007	2007-2008	-7.357205808511601
shri	2015-2016	2014-2015	2015-2016	7.943115781307568
shri	2016-2017	2015-2016	2016-2017	-8.43667005405082
shrimp	2001-2002	2000-2001	2001-2002	10.399207897460137
shrimp	2002-2003	2001-2002	2002-2003	-9.580969624515358
shrnas	2005-2006	2004-2005	2005-2006	-6.285061053870988
shrubs	2007-2008	2006-2007	2007-2008	7.840462477738769
shrubs	2008-2009	2007-2008	2008-2009	-7.651519629396553
shsy5y	2015-2016	2014-2015	2015-2016	12.561557220413613
shsy5y	2016-2017	2015-2016	2016-2017	-11.513689670807551
shuang	2016-2017	2015-2016	2016-2017	10.220753495879851
shuang	2017-2018	2016-2017	2017-2018	-10.72481413116702
shuffling	2004-2005	2003-2004	2004-2005	10.678969291153557
shuffling	2005-2006	2004-2005	2005-2006	-9.795962708574669
shugan	2017-2018	2016-2017	2017-2018	14.983398028942682
shugan	2018-2019	2017-2018	2018-2019	-15.563597067547613
shutoff	2006-2007	2004-2005	2006-2007	7.539438241915995
shutoff	2007-2008	2006-2007	2008-2009	-8.255093255521738
si3n4	2010-2011	2009-2010	2010-2011	9.342878501213697
si3n4	2011-2012	2010-2011	2012-2013	-8.975779685531466
si\-	2009-2010	2008-2009	2009-2010	10.984804348817832
si\-	2010-2011	2009-2010	2011-2012	-10.43528092595763
sias	2010-2011	2009-2010	2010-2011	5.564287029050724
sib	2002-2003	2001-2002	2002-2003	6.624799590039263
sib	2003-2004	2002-2003	2003-2004	-6.220185436947677
sibs	2004-2005	2003-2004	2006-2007	7.997893439960135
sibs	2007-2008	2006-2007	2007-2008	-7.186471391091462
sick	2001-2002	2000-2001	2001-2002	6.092715418325355
sicm	2015-2016	2014-2015	2015-2016	25.988385733501325
sicm	2016-2017	2015-2016	2016-2017	-26.167504128801063
sicm	2017-2018	2016-2017	2017-2018	9.2263619705015
sicm	2018-2019	2017-2018	2018-2019	-8.450967779421848
sid	2005-2006	2004-2005	2005-2006	-6.358846380118626
sid2	2011-2012	2010-2011	2011-2012	10.909712473573567
sid2	2012-2013	2011-2012	2012-2013	-10.996283067697465
sidak	2009-2010	2008-2009	2009-2010	-7.738036373555049
sided	2002-2003	2001-2002	2002-2003	5.5488259823326525
sided	2003-2004	2002-2003	2003-2004	-5.641022358168841
sideslip	2019-2020	2018-2019	2019-2020	7.576561199333613
sidewalls	2009-2010	2008-2009	2009-2010	-6.703761275561712
sido	2016-2017	2015-2016	2016-2017	12.528562282872972
sido	2017-2018	2016-2017	2017-2018	-11.508038237278157
siet	2017-2018	2015-2016	2017-2018	6.816719302731883
siet	2018-2019	2017-2018	2018-2019	-6.494718925863103
sif	2007-2008	2006-2007	2007-2008	15.4306917765585
sif	2008-2009	2007-2008	2008-2009	-15.148992285881837
sifa	2009-2010	2008-2009	2009-2010	25.263368915804644
sifa	2010-2011	2009-2010	2010-2011	-24.265045069861024
sifa	2018-2019	2017-2018	2018-2019	8.744199944025299
sifa	2019-2020	2018-2019	2019-2020	-7.849939212969453
sifs	2008-2009	2007-2008	2008-2009	-6.982993119536308
sifs	2013-2014	2012-2013	2013-2014	6.961745508685846
sifs	2014-2015	2013-2014	2014-2015	-6.556538476956986
sigb	2006-2007	2005-2006	2006-2007	8.051788229209137
sigb	2007-2008	2006-2007	2007-2008	-8.768698655568425
sigfox	2018-2019	2017-2018	2018-2019	12.218255203901059
sigfox	2019-2020	2018-2019	2019-2020	-12.456340449177732
sigg4	2019-2020	2018-2019	2019-2020	11.719918194169427
sigma1r	2012-2013	2011-2012	2013-2014	-9.749247713698132
sigmam	2011-2012	2009-2010	2011-2012	11.909823299477305
sigmam	2012-2013	2011-2012	2012-2013	-11.936390202298288
sigmam	2015-2016	2014-2015	2015-2016	8.074858914627871
sigmam	2016-2017	2015-2016	2016-2017	-7.61829463613482
sigmoid	2004-2005	2003-2004	2004-2005	5.727556337477509
signalers	2016-2017	2015-2016	2016-2017	6.031945945393839
signalers	2017-2018	2016-2017	2017-2018	-6.2847902615962
signatures	2001-2002	2000-2001	2002-2003	-8.15448081347651
sii	2005-2006	2004-2005	2005-2006	-7.43829495254096
sik2	2013-2014	2012-2013	2013-2014	16.5807963127753
sik2	2014-2015	2013-2014	2014-2015	-15.699273681535914
sik3	2013-2014	2012-2013	2013-2014	14.622563919024994
sik3	2014-2015	2013-2014	2014-2015	-13.616911727984043
sil\-2ralpha	2019-2020	2018-2019	2019-2020	5.8823924508630485
silc	2009-2010	2008-2009	2009-2010	6.025388270924785
silc	2010-2011	2009-2010	2010-2011	-6.098628083670412
silica	2002-2003	2001-2002	2002-2003	11.13117644713278
silica	2003-2004	2002-2003	2003-2004	-11.108917087229594
silicas	2009-2010	2008-2009	2009-2010	7.504871678984514
silicas	2010-2011	2009-2010	2010-2011	-7.835195624032032
silicide	2012-2013	2011-2012	2012-2013	17.524249642060187
silicide	2013-2014	2012-2013	2013-2014	-17.638548933738207
sillago	2019-2020	2018-2019	2019-2020	14.203469946115186
silphidae	2019-2020	2018-2019	2019-2020	7.878737422636604
simbu_serogroup	2012-2013	2011-2012	2012-2013	8.280933151073414
simbu_serogroup	2013-2014	2012-2013	2013-2014	-8.438862199642404
simeprevir	2014-2015	2013-2014	2014-2015	-10.944861030809482
simian	2002-2003	2001-2002	2002-2003	5.637270512615439
simian\-	2019-2020	2018-2019	2019-2020	5.726762794384994
simplify	2002-2003	2001-2002	2002-2003	-5.5612670867716
simulink	2011-2012	2010-2011	2011-2012	5.626965827549412
simvastatin	2001-2002	2000-2001	2001-2002	7.561798072869861
simvastatin	2003-2004	2001-2002	2003-2004	-7.105148986926219
sin	2001-2002	2000-2001	2001-2002	6.260054635090276
sin	2002-2003	2001-2002	2002-2003	-6.4858911391286815
sind	2019-2020	2017-2018	2019-2020	9.04087718747781
sindh	2010-2011	2009-2010	2010-2011	6.893424816829171
sindh	2011-2012	2010-2011	2011-2012	-6.182705986813595
sindy	2019-2020	2018-2019	2019-2020	6.300970937141908
sines	2005-2006	2004-2005	2005-2006	5.688753635482514
sines	2006-2007	2005-2006	2006-2007	-5.631686873310864
sinese	2019-2020	2018-2019	2019-2020	-7.147618124966382
singers	2010-2011	2008-2009	2010-2011	6.884819262323532
singers	2011-2012	2010-2011	2011-2012	-6.467653752574561
singleplex	2010-2011	2009-2010	2010-2011	22.81241489406986
singleplex	2011-2012	2010-2011	2011-2012	-22.971822480150546
sinistral	2009-2010	2008-2009	2009-2010	10.21592520687835
sinistral	2010-2011	2009-2010	2010-2011	-10.550136135919264
